0.2000,1.0564,0.8057,0.4063
0.6000,0.8092,1.7038,0.6429
0.8000,0.9204,0.7481,0.7394
0.2000,0.7715,1.7983,0.5264
0.4000,1.1539,0.5309,0.4050
0.2000,0.9791,1.8099,0.1818
0.2000,1.1235,0.6965,0.9430
0.4000,0.7203,1.4933,0.5736
0.8000,0.9479,0.5803,0.5477
0.2000,1.0379,1.5475,0.5111
0.8000,0.8851,0.5403,0.1028
0.2000,1.2872,1.6754,0.5166
0.2000,0.6609,0.7578,0.3924
0.6000,1.0254,1.7239,0.9830
0.2000,0.9632,0.6841,0.3096
0.4000,0.8434,1.4420,0.4045
0.0000,1.0991,0.6362,0.9741
0.4000,0.8890,1.7218,0.8014
0.0000,1.4912,0.7681,0.3447
0.0000,1.1930,1.9487,0.6440
0.6000,1.0584,0.6688,0.3050
0.8000,1.4222,1.7160,0.2419
0.8000,1.0773,0.7140,0.5308
0.8000,1.2580,1.7364,0.4070
0.4000,0.8900,0.6173,0.3405
0.0000,0.7299,1.9076,0.4226
0.0000,0.9355,0.6421,0.9010
0.0000,0.9265,1.8545,0.1165
0.6000,1.0785,0.5858,0.3090
0.8000,0.9691,1.7725,0.9006
0.0000,0.7142,0.6298,0.2783
0.4000,0.8929,1.5617,0.4271
0.2000,1.0170,0.6141,0.4290
0.8000,0.8875,1.7029,0.3713
0.4000,1.4228,0.7130,0.6185
0.4000,0.6119,1.8298,0.2218
0.2000,1.3001,0.7266,0.6807
0.0000,1.1240,1.7091,0.8238
0.0000,0.9648,0.7202,0.1915
0.2000,0.6823,1.6478,0.7588
0.2000,1.2044,0.8097,0.2315
0.4000,0.7273,1.6848,0.9770
0.0000,0.7105,0.8106,0.4563
0.6000,1.2621,1.6696,0.5419
0.2000,1.0660,0.9093,0.7048
0.6000,1.4073,1.6509,0.9184
0.4000,0.6329,0.7379,0.7469
0.2000,1.0375,1.5655,0.5938
0.4000,1.1776,0.7515,0.1898
0.0000,1.1607,1.8898,0.6789
